		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J291	04:00:00	65.00	0.00	69.64	134.64	0.00
J292	04:00:00	40.00	0.00	94.82	134.82	0.00
J299	04:00:00	40.00	0.00	28.77	68.77	0.00
J300	04:00:00	40.00	0.00	28.79	68.79	0.00
J301	04:00:00	44.00	0.00	27.65	71.65	0.00
J302	04:00:00	44.00	0.00	27.65	71.65	0.00
J304	04:00:00	44.00	0.00	88.18	132.18	0.00
J306	04:00:00	44.00	0.00	87.94	131.94	0.00
J307	04:00:00	44.00	0.00	27.65	71.65	0.00
J309	04:00:00	44.00	0.00	27.65	71.65	0.00
J317	04:00:00	44.00	0.00	60.60	104.60	0.00
J323	04:00:00	44.00	0.00	60.60	104.60	0.00
R1	04:00:00	59.00	0.00	0.00	59.00	-189.34
T3	04:00:00	112.90	0.00	5.19	118.09	25.02
T1	04:00:00	71.50	0.00	2.70	74.20	29.02
T7	04:00:00	102.00	0.00	3.73	105.73	-9.41
T6	04:00:00	101.50	0.00	5.25	106.75	-3.40
T5	04:00:00	105.80	0.00	3.75	109.55	25.01
T2	04:00:00	65.00	0.00	1.57	66.57	58.35
T4	04:00:00	132.50	0.00	4.24	136.74	-21.15
J511	05:00:00	105.08	1.18	30.67	135.75	0.37
J411	05:00:00	8.95	0.89	67.95	76.90	0.30
J414	05:00:00	34.36	0.97	39.26	73.62	0.32
J415	05:00:00	65.00	0.00	68.95	133.95	0.00
J416	05:00:00	42.60	0.00	91.35	133.95	0.00
J417	05:00:00	37.38	1.29	35.15	72.53	0.43
J418	05:00:00	37.39	0.00	34.60	71.99	0.00
J419	05:00:00	40.50	0.00	30.11	70.61	0.00
J310	05:00:00	51.84	1.36	52.08	103.92	0.44
J311	05:00:00	55.95	1.18	47.98	103.93	0.39
J312	05:00:00	68.48	0.08	35.71	104.19	0.02
J313	05:00:00	67.66	0.69	36.53	104.19	0.23
J314	05:00:00	14.94	1.44	61.15	76.09	0.48
J315	05:00:00	16.03	1.32	60.04	76.07	0.44
J316	05:00:00	12.98	0.62	62.68	75.66	0.21
J318	05:00:00	53.67	1.60	50.25	103.92	0.53
J319	05:00:00	39.29	1.45	64.63	103.92	0.48
J210	05:00:00	7.01	0.09	68.75	75.76	0.03
J211	05:00:00	11.27	1.58	64.45	75.72	0.53
J212	05:00:00	7.87	0.61	67.92	75.79	0.20
J214	05:00:00	8.67	0.87	67.43	76.10	0.29
J217	05:00:00	10.98	1.28	64.81	75.79	0.43
J218	05:00:00	7.68	0.09	68.08	75.76	0.03
J219	05:00:00	52.00	0.99	57.54	109.54	0.33
J110	05:00:00	15.92	0.78	66.05	81.97	0.26
J420	05:00:00	39.99	0.00	31.74	71.73	0.00
J421	05:00:00	37.09	1.04	35.27	72.36	0.35
J422	05:00:00	38.81	0.00	33.18	71.99	0.00
J1153	05:00:00	22.14	0.44	53.94	76.08	0.15
J1154	05:00:00	14.61	0.47	61.49	76.10	0.16
J1155	05:00:00	15.54	1.38	60.55	76.09	0.46
J425	05:00:00	64.42	0.00	69.53	133.95	0.00
J426	05:00:00	72.71	0.00	61.24	133.95	0.00
J1157	05:00:00	22.21	1.64	53.87	76.08	0.55
J427	05:00:00	67.65	0.00	66.30	133.95	0.00
J1158	05:00:00	28.25	0.38	47.87	76.12	0.13
J428	05:00:00	16.20	1.16	58.34	74.54	0.39
J429	05:00:00	12.56	1.63	62.02	74.58	0.55
J320	05:00:00	46.73	0.41	57.18	103.91	0.13
J321	05:00:00	44.59	0.89	59.30	103.89	0.29
J322	05:00:00	48.02	0.18	55.87	103.89	0.06
J324	05:00:00	42.38	1.67	61.51	103.89	0.55
J1056	05:00:00	7.64	1.13	68.81	76.45	0.38
J327	05:00:00	49.68	0.03	54.25	103.93	8.57e-03
J1058	05:00:00	13.58	0.96	61.61	75.19	0.32
J328	05:00:00	45.69	0.17	58.21	103.90	0.05
J329	05:00:00	44.05	0.17	59.77	103.82	0.06
J220	05:00:00	80.00	1.33	29.52	109.52	0.44
J221	05:00:00	97.07	0.47	7.36	104.43	0.16
J225	05:00:00	13.33	0.08	62.29	75.62	0.03
J226	05:00:00	11.10	0.49	64.43	75.53	0.16
J50	05:00:00	71.80	0.64	32.33	104.13	0.21
J51	05:00:00	77.42	0.50	26.72	104.14	0.16
J53	05:00:00	85.00	1.58	25.14	110.14	0.52
J54	05:00:00	80.00	1.63	29.85	109.85	0.54
J128	05:00:00	85.26	0.67	48.03	133.29	0.21
J55	05:00:00	71.00	0.46	38.89	109.89	0.15
J129	05:00:00	62.85	0.27	70.28	133.13	0.08
J56	05:00:00	72.00	0.27	37.83	109.83	0.09
J57	05:00:00	59.00	1.08	50.65	109.65	0.36
J58	05:00:00	76.00	0.68	33.90	109.90	0.23
J59	05:00:00	57.00	0.69	52.62	109.62	0.23
J1160	05:00:00	24.91	1.19	50.43	75.34	0.40
J1161	05:00:00	25.25	0.54	50.08	75.33	0.18
J431	05:00:00	16.90	1.06	58.80	75.70	0.35
J432	05:00:00	19.88	0.35	55.57	75.45	0.12
J433	05:00:00	27.35	0.31	48.01	75.36	0.10
J434	05:00:00	16.48	0.97	60.09	76.57	0.33
J435	05:00:00	12.15	0.13	64.33	76.48	0.05
J436	05:00:00	17.68	0.76	56.96	74.64	0.26
J438	05:00:00	10.43	1.51	66.35	76.78	0.50
J1169	05:00:00	55.42	0.44	60.88	116.30	0.16
J439	05:00:00	17.78	1.31	56.70	74.48	0.44
J330	05:00:00	58.25	0.63	45.80	104.05	0.21
J331	05:00:00	59.26	0.48	44.80	104.06	0.16
J332	05:00:00	44.18	1.32	31.65	75.83	0.44
J333	05:00:00	25.70	1.05	49.93	75.63	0.35
J334	05:00:00	29.28	1.05	46.33	75.61	0.35
J335	05:00:00	25.08	0.71	50.59	75.67	0.24
J336	05:00:00	23.81	0.16	51.97	75.78	0.05
J337	05:00:00	22.11	0.94	53.31	75.42	0.31
J231	05:00:00	71.90	1.16	32.00	103.90	0.38
J232	05:00:00	69.81	1.52	34.09	103.90	0.50
J233	05:00:00	74.23	0.00	59.74	133.97	0.00
J234	05:00:00	64.06	0.03	69.95	134.01	9.39e-03
J236	05:00:00	58.00	0.91	51.30	109.30	0.30
J237	05:00:00	73.14	1.53	36.16	109.30	0.51
J130	05:00:00	54.52	0.72	40.00	94.52	0.22
J131	05:00:00	88.05	1.13	45.28	133.33	0.35
J132	05:00:00	74.55	0.84	59.19	133.74	0.26
J133	05:00:00	69.58	0.86	64.15	133.73	0.27
J60	05:00:00	55.00	0.77	54.56	109.56	0.26
J134	05:00:00	80.70	0.59	53.32	134.02	0.18
J135	05:00:00	70.00	0.67	64.01	134.01	0.21
J62	05:00:00	60.00	0.45	49.62	109.62	0.15
J64	05:00:00	82.00	0.09	28.20	110.20	0.03
J65	05:00:00	82.00	0.41	28.20	110.20	0.13
J66	05:00:00	72.00	1.63	37.70	109.70	0.54
J67	05:00:00	81.00	0.10	28.90	109.90	0.03
J68	05:00:00	73.00	0.65	36.77	109.77	0.22
J69	05:00:00	71.00	0.61	38.76	109.76	0.20
J1170	05:00:00	54.54	0.82	61.76	116.30	0.29
J441	05:00:00	69.00	0.00	64.95	133.95	0.00
J444	05:00:00	29.46	0.79	46.70	76.16	0.26
J341	05:00:00	14.89	0.43	60.90	75.79	0.14
J344	05:00:00	54.70	1.05	61.60	116.30	0.38
J345	05:00:00	49.97	0.90	66.33	116.30	0.32
J347	05:00:00	54.40	0.26	61.90	116.30	0.09
J348	05:00:00	62.18	1.56	41.61	103.79	0.51
J349	05:00:00	36.41	1.09	67.26	103.67	0.36
J241	05:00:00	70.00	0.84	39.55	109.55	0.28
J242	05:00:00	65.00	0.65	44.55	109.55	0.22
J243	05:00:00	60.00	0.18	49.55	109.55	0.06
J244	05:00:00	70.00	1.31	39.42	109.42	0.43
J245	05:00:00	71.00	0.77	38.57	109.57	0.25
J246	05:00:00	55.00	1.26	54.32	109.32	0.42
J247	05:00:00	57.00	0.99	52.39	109.39	0.33
J248	05:00:00	54.00	1.39	55.38	109.38	0.46
J249	05:00:00	50.00	0.03	59.56	109.56	0.01
J142	05:00:00	5.53	0.35	71.96	77.49	0.12
J143	05:00:00	6.30	0.12	71.19	77.49	0.04
J70	05:00:00	70.00	0.18	39.76	109.76	0.06
J144	05:00:00	4.17	0.55	73.30	77.47	0.18
J71	05:00:00	77.00	0.21	32.84	109.84	0.07
J72	05:00:00	75.00	4.02e-04	34.81	109.81	1.33e-04
J73	05:00:00	80.00	0.89	29.84	109.84	0.30
J74	05:00:00	75.00	1.10	34.81	109.81	0.36
J76	05:00:00	70.00	0.91	39.75	109.75	0.30
J77	05:00:00	76.00	1.38	33.81	109.81	0.46
J78	05:00:00	60.56	0.14	43.55	104.11	0.04
J350	05:00:00	33.82	0.32	82.53	116.35	0.11
J351	05:00:00	25.51	1.13	78.15	103.66	0.37
J352	05:00:00	47.55	0.76	56.25	103.80	0.25
J353	05:00:00	22.64	0.60	81.03	103.67	0.19
J354	05:00:00	18.68	0.25	84.99	103.67	0.08
J355	05:00:00	28.87	1.17	74.37	103.24	0.38
J358	05:00:00	22.30	1.55	80.33	102.63	0.51
J359	05:00:00	17.57	0.88	84.97	102.54	0.29
J250	05:00:00	67.00	0.15	42.56	109.56	0.05
J251	05:00:00	75.19	1.26	58.71	133.90	0.40
J252	05:00:00	83.82	0.67	50.08	133.90	0.21
J253	05:00:00	74.69	0.77	58.58	133.27	0.24
J254	05:00:00	74.59	0.82	58.68	133.27	0.26
J257	05:00:00	105.58	0.35	28.29	133.87	0.11
J154	05:00:00	43.69	0.55	48.69	92.38	0.18
J155	05:00:00	44.41	0.16	47.94	92.35	0.05
J82	05:00:00	70.87	0.98	33.25	104.12	0.32
J156	05:00:00	56.16	0.28	36.56	92.72	0.09
J83	05:00:00	61.07	1.55	42.89	103.96	0.51
J84	05:00:00	43.82	0.16	65.72	109.54	0.05
J85	05:00:00	45.00	0.74	64.55	109.55	0.24
J159	05:00:00	37.41	0.45	53.58	90.99	0.15
J86	05:00:00	50.00	1.45	59.54	109.54	0.48
J87	05:00:00	42.63	1.25	66.91	109.54	0.41
J89	05:00:00	68.29	0.45	64.98	133.27	0.14
J360	05:00:00	20.71	1.12	81.76	102.47	0.37
J361	05:00:00	26.67	0.43	76.76	103.43	0.14
J362	05:00:00	43.66	0.15	60.15	103.81	0.05
J363	05:00:00	72.23	0.00	61.72	133.95	0.00
J364	05:00:00	65.00	0.00	68.95	133.95	0.00
J365	05:00:00	29.83	1.32	46.31	76.14	0.44
J366	05:00:00	14.46	0.50	61.72	76.18	0.17
J1208	05:00:00	42.74	0.39	61.07	103.81	0.13
J367	05:00:00	13.60	0.80	62.53	76.13	0.27
J369	05:00:00	20.27	0.42	55.88	76.15	0.14
J160	05:00:00	43.69	0.57	48.63	92.32	0.19
J161	05:00:00	22.81	0.07	60.63	83.44	0.03
J162	05:00:00	36.88	0.80	46.56	83.44	0.27
J163	05:00:00	16.20	0.34	67.24	83.44	0.11
J164	05:00:00	17.34	1.44	66.10	83.44	0.48
J91	05:00:00	64.09	0.98	69.18	133.27	0.31
J165	05:00:00	16.69	1.26	66.75	83.44	0.42
J166	05:00:00	23.95	1.55	59.49	83.44	0.52
J167	05:00:00	23.91	0.55	59.53	83.44	0.18
J94	05:00:00	30.75	0.90	85.47	116.22	0.32
J95	05:00:00	22.56	0.13	59.40	81.96	0.04
J96	05:00:00	30.00	1.06	51.96	81.96	0.35
J97	05:00:00	34.19	0.68	47.75	81.94	0.23
J976	05:00:00	6.30	1.60	71.19	77.49	0.54
J571	05:00:00	77.11	0.19	56.89	134.00	0.06
J572	05:00:00	76.40	1.54	57.60	134.00	0.48
J573	05:00:00	81.62	1.03	51.66	133.28	0.32
J574	05:00:00	67.36	0.58	65.90	133.26	0.18
J575	05:00:00	75.27	0.25	58.62	133.89	0.08
J576	05:00:00	80.80	0.80	53.22	134.02	0.25
J370	05:00:00	20.46	0.37	55.67	76.13	0.12
J371	05:00:00	68.81	0.00	65.14	133.95	0.00
J372	05:00:00	23.20	0.22	52.47	75.67	0.07
J373	05:00:00	27.22	0.05	48.45	75.67	0.02
J374	05:00:00	13.70	0.58	61.97	75.67	0.19
J375	05:00:00	22.72	0.91	52.96	75.68	0.31
J376	05:00:00	12.18	1.54	63.43	75.61	0.51
J377	05:00:00	13.12	0.90	62.55	75.67	0.30
J1219	05:00:00	14.48	0.68	67.85	82.33	0.23
J379	05:00:00	10.25	1.41	65.25	75.50	0.47
J171	05:00:00	8.81	1.38	73.97	82.78	0.46
J172	05:00:00	6.25	1.12	76.69	82.94	0.37
J173	05:00:00	13.00	1.20	70.41	83.41	0.40
J174	05:00:00	6.11	1.66	76.95	83.06	0.56
J175	05:00:00	6.84	0.57	76.22	83.06	0.19
J177	05:00:00	13.14	0.83	70.10	83.24	0.28
J179	05:00:00	15.01	0.69	67.31	82.32	0.23
J580	05:00:00	113.08	1.16	22.59	135.67	0.36
J486	05:00:00	86.11	0.30	47.45	133.56	0.09
J487	05:00:00	79.00	0.70	54.49	133.49	0.22
J488	05:00:00	89.16	0.91	44.54	133.70	0.28
J489	05:00:00	85.02	1.36	48.54	133.56	0.43
J381	05:00:00	36.02	0.90	67.65	103.67	0.30
J1223	05:00:00	3.48	0.71	72.28	75.76	0.24
J382	05:00:00	70.42	0.85	33.50	103.92	0.28
J384	05:00:00	42.51	0.00	61.30	103.81	0.00
J385	05:00:00	76.60	0.00	57.35	133.95	0.00
J180	05:00:00	8.77	0.82	74.02	82.79	0.27
J181	05:00:00	10.94	1.13	72.42	83.36	0.38
J1024	05:00:00	5.83	1.48	71.66	77.49	0.49
J183	05:00:00	13.28	0.62	69.49	82.77	0.21
J1025	05:00:00	8.61	0.50	68.88	77.49	0.17
J186	05:00:00	9.38	0.49	73.23	82.61	0.16
J187	05:00:00	9.81	0.25	72.96	82.77	0.08
J188	05:00:00	8.51	0.88	73.82	82.33	0.30
J189	05:00:00	7.58	0.37	74.75	82.33	0.12
J490	05:00:00	103.84	0.97	29.87	133.71	0.31
J491	05:00:00	76.93	0.61	57.06	133.99	0.19
J492	05:00:00	94.67	1.46	38.86	133.53	0.46
J493	05:00:00	77.62	0.80	56.03	133.65	0.25
J494	05:00:00	112.76	0.32	21.32	134.08	0.10
J495	05:00:00	91.15	1.14	42.88	134.03	0.36
J496	05:00:00	106.34	1.25	27.72	134.06	0.39
J497	05:00:00	112.63	1.02	22.94	135.57	0.32
J498	05:00:00	90.12	1.30	43.92	134.04	0.41
J500	05:00:00	75.52	0.27	60.20	135.72	0.08
J499	05:00:00	72.24	1.35	63.48	135.72	0.42
J501	05:00:00	80.97	0.34	54.79	135.76	0.11
J502	05:00:00	80.99	1.59	54.73	135.72	0.50
J503	05:00:00	99.65	0.11	36.12	135.77	0.03
J504	05:00:00	66.71	0.10	69.01	135.72	0.03
J394	05:00:00	70.53	0.00	63.42	133.95	0.00
J509	05:00:00	99.94	0.63	35.86	135.80	0.20
J399	05:00:00	75.00	0.00	58.95	133.95	0.00
J401	05:00:00	70.00	0.00	63.95	133.95	0.00
J406	05:00:00	71.74	0.00	62.21	133.95	0.00
J295	05:00:00	56.42	0.29	47.69	104.11	0.09
J407	05:00:00	68.00	0.00	65.95	133.95	0.00
J296	05:00:00	30.91	1.19	73.12	104.03	0.39
J408	05:00:00	7.93	0.89	69.67	77.60	0.30
J297	05:00:00	99.05	0.94	5.62	104.67	0.31
J298	05:00:00	77.46	0.36	26.84	104.30	0.12
J191	05:00:00	5.76	0.78	76.57	82.33	0.26
J303	05:00:00	50.42	1.24	53.50	103.92	0.41
J192	05:00:00	12.40	1.25	72.33	84.73	0.42
J193	05:00:00	12.99	0.66	71.73	84.72	0.22
J305	05:00:00	47.11	1.51	56.80	103.91	0.49
J194	05:00:00	13.46	1.24	69.97	83.43	0.42
J195	05:00:00	15.39	0.15	66.94	82.33	0.05
J196	05:00:00	13.35	1.06	70.09	83.44	0.35
J308	05:00:00	33.24	1.19	42.56	75.80	0.40
J198	05:00:00	18.54	0.03	57.57	76.11	8.74e-03
J200	05:00:00	15.75	0.72	60.36	76.11	0.24
J199	05:00:00	16.26	0.67	59.83	76.09	0.22
J201	05:00:00	44.86	0.46	30.97	75.83	0.15
J202	05:00:00	10.41	1.64	65.69	76.10	0.55
J203	05:00:00	11.03	1.34	64.76	75.79	0.45
J204	05:00:00	21.51	1.16	54.28	75.79	0.39
J205	05:00:00	16.66	0.70	59.49	76.15	0.23
J206	05:00:00	14.12	1.22	62.01	76.13	0.41
J207	05:00:00	18.86	0.46	57.26	76.12	0.15
J208	05:00:00	11.25	0.59	64.29	75.54	0.20
J101	05:00:00	28.65	0.72	52.27	80.92	0.24
J102	05:00:00	46.96	1.57	34.93	81.89	0.53
J109	05:00:00	17.47	0.20	63.43	80.90	0.07
J1	05:00:00	16.82	1.08	66.62	83.44	0.36
J2	05:00:00	11.97	0.58	70.38	82.35	0.19
J3	05:00:00	29.02	0.17	46.32	75.34	0.06
J4	05:00:00	20.88	0.31	54.56	75.44	0.10
J5	05:00:00	22.75	0.13	52.82	75.57	0.04
J6	05:00:00	15.25	0.72	59.94	75.19	0.24
J7	05:00:00	24.91	1.60	50.33	75.24	0.53
J8	05:00:00	31.17	0.90	44.09	75.26	0.30
J9	05:00:00	31.89	0.82	43.42	75.31	0.28
J10	05:00:00	14.62	1.62	60.18	74.80	0.54
J11	05:00:00	18.43	0.36	57.91	76.34	0.12
J12	05:00:00	29.27	0.63	45.64	74.91	0.21
J13	05:00:00	32.04	0.66	42.54	74.58	0.22
J14	05:00:00	37.91	0.00	34.08	71.99	0.00
J15	05:00:00	102.84	0.00	31.11	133.95	0.00
J16	05:00:00	88.89	0.00	45.06	133.95	0.00
J17	05:00:00	82.75	0.00	51.20	133.95	0.00
J18	05:00:00	84.96	0.00	48.99	133.95	0.00
J19	05:00:00	90.94	0.00	43.01	133.95	0.00
J20	05:00:00	80.00	0.00	53.95	133.95	0.00
J21	05:00:00	80.00	0.00	53.95	133.95	0.00
J22	05:00:00	82.74	0.00	51.22	133.96	0.00
J23	05:00:00	75.96	0.00	57.99	133.95	0.00
J25	05:00:00	94.13	0.11	39.67	133.80	0.03
J26	05:00:00	76.35	1.26	57.45	133.80	0.39
J27	05:00:00	82.08	1.17	51.72	133.80	0.37
J28	05:00:00	45.00	0.83	39.99	84.99	0.26
J29	05:00:00	49.00	0.26	35.99	84.99	0.08
J30	05:00:00	72.01	0.37	61.79	133.80	0.12
J31	05:00:00	69.78	0.54	64.02	133.80	0.17
J32	05:00:00	45.00	1.31	39.99	84.99	0.41
J33	05:00:00	48.00	0.08	36.99	84.99	0.03
J34	05:00:00	50.00	0.86	34.99	84.99	0.27
J35	05:00:00	67.78	1.26	66.02	133.80	0.40
J36	05:00:00	51.08	1.33	33.92	85.00	0.42
J37	05:00:00	66.19	0.54	67.65	133.84	0.17
J38	05:00:00	47.00	1.62	37.99	84.99	0.51
J24	05:00:00	34.53	1.34	40.78	75.31	0.45
J39	05:00:00	45.88	1.12	29.09	74.97	0.38
J40	05:00:00	12.80	1.51	62.89	75.69	0.50
J123	05:00:00	38.41	1.46	77.80	116.21	0.52
J140	05:00:00	39.94	0.69	76.27	116.21	0.25
J141	05:00:00	41.45	0.21	74.76	116.21	0.07
J157	05:00:00	31.49	1.59	84.72	116.21	0.57
J158	05:00:00	25.88	1.33	90.33	116.21	0.48
J168	05:00:00	40.21	1.16	76.01	116.22	0.42
J170	05:00:00	46.87	0.67	69.35	116.22	0.24
J176	05:00:00	50.64	0.03	65.58	116.22	9.75e-03
J178	05:00:00	58.87	0.28	57.35	116.22	0.10
J184	05:00:00	56.09	0.27	60.13	116.22	0.10
J185	05:00:00	43.71	0.85	72.52	116.23	0.31
J190	05:00:00	58.49	0.68	57.83	116.32	0.24
J197	05:00:00	41.86	0.18	74.57	116.43	0.06
J213	05:00:00	52.07	0.46	64.25	116.32	0.17
J215	05:00:00	75.76	1.07	40.55	116.31	0.38
J216	05:00:00	53.06	1.42	63.40	116.46	0.51
J227	05:00:00	52.89	0.83	63.52	116.41	0.30
J238	05:00:00	44.16	0.31	72.23	116.39	0.11
J239	05:00:00	43.49	1.49	72.89	116.38	0.54
J255	05:00:00	35.31	0.62	81.07	116.38	0.22
J256	05:00:00	40.00	0.00	76.39	116.39	0.00
J258	05:00:00	51.24	1.28	65.17	116.41	0.46
J260	05:00:00	32.53	0.36	83.82	116.35	0.13
J265	05:00:00	50.87	0.74	65.47	116.34	0.27
J266	05:00:00	39.83	0.39	76.52	116.35	0.14
J267	05:00:00	22.31	1.46	81.36	103.67	0.48
J61	05:00:00	72.00	1.02	37.76	109.76	0.34
J92	05:00:00	72.00	0.62	37.75	109.75	0.21
J268	05:00:00	69.68	0.65	34.43	104.11	0.21
J278	05:00:00	104.29	1.43	30.99	135.28	0.45
J281	05:00:00	83.72	0.98	51.54	135.26	0.31
J283	05:00:00	94.06	1.55	41.20	135.26	0.49
J284	05:00:00	77.38	0.86	57.88	135.26	0.27
J136	05:00:00	81.80	0.55	51.47	133.27	0.17
J137	05:00:00	9.11	1.45	73.68	82.79	0.48
J145	05:00:00	47.46	0.43	68.75	116.21	0.16
J118	05:00:00	75.00	0.43	34.90	109.90	0.14
J52	05:00:00	54.70	0.30	49.09	103.79	0.10
J81	05:00:00	50.00	0.58	34.98	84.98	0.18
J88	05:00:00	45.00	4.18e-03	40.00	85.00	1.31e-03
J90	05:00:00	84.00	1.24	49.90	133.90	0.39
J93	05:00:00	65.00	4.20	68.84	133.84	1.32
J147	05:00:00	68.00	0.46	66.00	134.00	0.15
J148	05:00:00	50.00	1.17	44.51	94.51	0.37
J149	05:00:00	40.00	0.67	54.51	94.51	0.21
J150	05:00:00	60.00	1.35	34.50	94.50	0.42
J151	05:00:00	60.00	1.24	73.18	133.18	0.39
J152	05:00:00	32.00	0.73	49.69	81.69	0.23
J153	05:00:00	60.00	0.13	73.18	133.18	0.04
J169	05:00:00	42.00	0.68	40.00	82.00	0.21
J182	05:00:00	40.00	0.57	42.00	82.00	0.18
J222	05:00:00	32.00	1.18	49.70	81.70	0.37
J224	05:00:00	37.00	0.52	44.69	81.69	0.16
J230	05:00:00	30.00	1.33	73.89	103.89	0.44
J235	05:00:00	53.00	0.25	50.91	103.91	0.08
J240	05:00:00	87.00	0.99	48.80	135.80	0.31
J269	05:00:00	56.00	0.00	36.73	92.73	0.00
J273	05:00:00	56.00	0.00	36.73	92.73	0.00
J274	05:00:00	56.00	0.00	36.73	92.73	0.00
J276	05:00:00	56.00	0.00	2.98	58.98	0.00
J280	05:00:00	56.00	0.00	2.98	58.98	0.00
J285	05:00:00	56.00	0.00	2.97	58.97	0.00
J287	05:00:00	40.00	0.00	31.73	71.73	0.00
J288	05:00:00	40.00	0.00	31.73	71.73	0.00
J289	05:00:00	40.00	0.00	31.73	71.73	0.00
J290	05:00:00	40.00	0.00	31.73	71.73	0.00
J291	05:00:00	65.00	0.00	68.95	133.95	0.00
J292	05:00:00	40.00	0.00	76.39	116.39	0.00
J299	05:00:00	40.00	0.00	31.73	71.73	0.00
J300	05:00:00	40.00	0.00	31.73	71.73	0.00
J301	05:00:00	44.00	0.00	31.83	75.83	0.00
J302	05:00:00	44.00	0.00	31.83	75.83	0.00
J304	05:00:00	44.00	0.00	65.54	109.54	0.00
J306	05:00:00	44.00	0.00	65.54	109.54	0.00
J307	05:00:00	44.00	0.00	31.83	75.83	0.00
J309	05:00:00	44.00	0.00	31.83	75.83	0.00
J317	05:00:00	44.00	0.00	59.81	103.81	0.00
J323	05:00:00	44.00	0.00	59.81	103.81	0.00
R1	05:00:00	59.00	0.00	0.00	59.00	-185.98
T3	05:00:00	112.90	0.00	5.15	118.05	-8.44
T1	05:00:00	71.50	0.00	2.89	74.39	69.30
T7	05:00:00	102.00	0.00	2.89	104.89	-9.38
T6	05:00:00	101.50	0.00	5.01	106.51	-3.82
T5	05:00:00	105.80	0.00	4.47	110.27	-11.18
T2	05:00:00	65.00	0.00	2.37	67.37	80.60
T4	05:00:00	132.50	0.00	3.52	136.02	-21.01
J511	06:00:00	105.08	1.18	30.95	136.03	0.49
J411	06:00:00	8.95	0.89	66.74	75.69	0.34
J414	06:00:00	34.36	0.97	37.30	71.66	0.37
J415	06:00:00	65.00	0.00	88.52	153.52	0.00
J416	06:00:00	42.60	0.00	103.15	145.75	0.00
J417	06:00:00	37.38	1.29	32.94	70.32	0.50
J418	06:00:00	37.39	0.00	32.27	69.66	0.00
J419	06:00:00	40.50	0.00	28.53	69.03	0.00
J310	06:00:00	51.84	1.36	55.31	107.15	0.58
J311	06:00:00	55.95	1.18	51.21	107.16	0.50
J312	06:00:00	68.48	0.08	37.56	106.04	0.03
J313	06:00:00	67.66	0.69	38.37	106.03	0.29
J314	06:00:00	14.94	1.44	59.99	74.93	0.55
J315	06:00:00	16.03	1.32	58.87	74.90	0.51
J316	06:00:00	12.98	0.62	61.76	74.74	0.24
J318	06:00:00	53.67	1.60	52.83	106.50	0.68
J319	06:00:00	39.29	1.45	67.21	106.50	0.62
J210	06:00:00	7.01	0.09	67.86	74.87	0.04
J211	06:00:00	11.27	1.58	63.59	74.86	0.61
J212	06:00:00	7.87	0.61	67.01	74.88	0.23
J214	06:00:00	8.67	0.87	66.39	75.06	0.34
J217	06:00:00	10.98	1.28	63.76	74.74	0.49
J218	06:00:00	7.68	0.09	67.19	74.87	0.03
J219	06:00:00	52.00	0.99	57.02	109.02	0.36
J110	06:00:00	15.92	0.78	64.90	80.82	0.30
J420	06:00:00	39.99	0.00	29.36	69.35	0.00
J421	06:00:00	37.09	1.04	33.03	70.12	0.40
J422	06:00:00	38.81	0.00	30.85	69.66	0.00
J1153	06:00:00	22.14	0.44	52.60	74.74	0.17
J1154	06:00:00	14.61	0.47	60.25	74.86	0.18
J1155	06:00:00	15.54	1.38	59.30	74.84	0.53
J425	06:00:00	64.42	0.00	80.92	145.34	0.00
J426	06:00:00	72.71	0.00	72.33	145.04	0.00
J1157	06:00:00	22.21	1.64	52.53	74.74	0.63
J427	06:00:00	67.65	0.00	78.06	145.71	0.00
J1158	06:00:00	28.25	0.38	46.59	74.84	0.15
J428	06:00:00	16.20	1.16	56.30	72.50	0.45
J429	06:00:00	12.56	1.63	59.99	72.55	0.63
J320	06:00:00	46.73	0.41	60.98	107.71	0.17
J321	06:00:00	44.59	0.89	63.09	107.68	0.38
J322	06:00:00	48.02	0.18	59.66	107.68	0.08
J324	06:00:00	42.38	1.67	65.30	107.68	0.71
J1056	06:00:00	7.64	1.13	67.68	75.32	0.43
J327	06:00:00	49.68	0.03	58.31	107.99	0.01
J1058	06:00:00	13.58	0.96	59.90	73.48	0.37
J328	06:00:00	45.69	0.17	62.57	108.26	0.07
J329	06:00:00	44.05	0.17	70.66	114.71	0.07
J220	06:00:00	80.00	1.33	29.00	109.00	0.49
J221	06:00:00	97.07	0.47	8.49	105.56	0.20
J225	06:00:00	13.33	0.08	61.36	74.69	0.03
J226	06:00:00	11.10	0.49	63.47	74.57	0.19
J50	06:00:00	71.80	0.64	33.79	105.59	0.27
J51	06:00:00	77.42	0.50	28.15	105.57	0.21
J53	06:00:00	85.00	1.58	24.74	109.74	0.58
J54	06:00:00	80.00	1.63	29.39	109.39	0.60
J128	06:00:00	85.26	0.67	53.47	138.73	0.28
J55	06:00:00	71.00	0.46	38.45	109.45	0.17
J129	06:00:00	62.85	0.27	75.62	138.47	0.11
J56	06:00:00	72.00	0.27	37.37	109.37	0.10
J57	06:00:00	59.00	1.08	50.15	109.15	0.40
J58	06:00:00	76.00	0.68	33.46	109.46	0.25
J59	06:00:00	57.00	0.69	52.11	109.11	0.25
J1160	06:00:00	24.91	1.19	48.78	73.69	0.46
