		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
T3	21:00:00	112.90	0.00	3.65	116.55	-17.62
T1	21:00:00	71.50	0.00	2.62	74.12	-72.48
T7	21:00:00	102.00	0.00	2.56	104.56	3.41
T6	21:00:00	101.50	0.00	5.50	107.00	0.00
T5	21:00:00	105.80	0.00	3.62	109.42	-24.14
T2	21:00:00	65.00	0.00	1.64	66.64	28.93
T4	21:00:00	132.50	0.00	2.62	135.12	-5.63
J511	22:00:00	105.08	1.18	29.87	134.95	0.80
J411	22:00:00	8.95	0.89	63.65	72.60	0.60
J414	22:00:00	34.36	0.97	34.97	69.33	0.65
J415	22:00:00	65.00	0.00	84.53	149.53	0.00
J416	22:00:00	42.60	0.00	98.82	141.42	0.00
J417	22:00:00	37.38	1.29	30.91	68.29	0.87
J418	22:00:00	37.39	0.00	30.39	67.78	0.00
J419	22:00:00	40.50	0.00	26.89	67.39	0.00
J310	22:00:00	51.84	1.36	53.61	105.45	1.05
J311	22:00:00	55.95	1.18	49.54	105.49	0.91
J312	22:00:00	68.48	0.08	36.47	104.95	0.06
J313	22:00:00	67.66	0.69	37.28	104.94	0.53
J314	22:00:00	14.94	1.44	57.42	72.36	0.96
J315	22:00:00	16.03	1.32	56.22	72.25	0.88
J316	22:00:00	12.98	0.62	59.33	72.31	0.42
J318	22:00:00	53.67	1.60	51.18	104.85	1.24
J319	22:00:00	39.29	1.45	65.56	104.85	1.12
J210	22:00:00	7.01	0.09	65.65	72.66	0.06
J211	22:00:00	11.27	1.58	61.43	72.70	1.06
J212	22:00:00	7.87	0.61	64.79	72.66	0.41
J214	22:00:00	8.67	0.87	63.94	72.61	0.59
J217	22:00:00	10.98	1.28	61.50	72.48	0.86
J218	22:00:00	7.68	0.09	64.99	72.67	0.06
J219	22:00:00	52.00	0.99	52.89	104.89	0.79
J110	22:00:00	15.92	0.78	58.31	74.23	0.52
J420	22:00:00	39.99	0.00	27.55	67.54	0.00
J421	22:00:00	37.09	1.04	31.04	68.13	0.70
J422	22:00:00	38.81	0.00	28.97	67.78	0.00
J1153	22:00:00	22.14	0.44	49.95	72.09	0.29
J1154	22:00:00	14.61	0.47	57.60	72.21	0.31
J1155	22:00:00	15.54	1.38	56.62	72.16	0.93
J425	22:00:00	64.42	0.00	76.57	140.99	0.00
J426	22:00:00	72.71	0.00	67.97	140.68	0.00
J1157	22:00:00	22.21	1.64	49.88	72.09	1.10
J427	22:00:00	67.65	0.00	73.73	141.38	0.00
J1158	22:00:00	28.25	0.38	43.91	72.16	0.25
J428	22:00:00	16.20	1.16	47.12	63.32	0.78
J429	22:00:00	12.56	1.63	50.92	63.48	1.10
J320	22:00:00	46.73	0.41	59.22	105.95	0.31
J321	22:00:00	44.59	0.89	61.26	105.85	0.69
J322	22:00:00	48.02	0.18	57.83	105.85	0.14
J324	22:00:00	42.38	1.67	63.46	105.84	1.29
J1056	22:00:00	7.64	1.13	64.96	72.60	0.76
J327	22:00:00	49.68	0.03	56.59	106.27	0.02
J1058	22:00:00	13.58	0.96	54.40	67.98	0.64
J328	22:00:00	45.69	0.17	60.78	106.47	0.13
J329	22:00:00	44.05	0.17	68.49	112.54	0.13
J220	22:00:00	80.00	1.33	24.80	104.80	1.06
J221	22:00:00	97.07	0.47	7.80	104.87	0.37
J225	22:00:00	13.33	0.08	58.83	72.16	0.05
J226	22:00:00	11.10	0.49	60.74	71.84	0.33
J50	22:00:00	71.80	0.64	32.85	104.65	0.49
J51	22:00:00	77.42	0.50	27.23	104.65	0.39
J53	22:00:00	85.00	1.58	22.94	107.94	1.26
J54	22:00:00	80.00	1.63	26.46	106.46	1.30
J128	22:00:00	85.26	0.67	47.66	132.92	0.45
J55	22:00:00	71.00	0.46	35.69	106.69	0.37
J129	22:00:00	62.85	0.27	69.41	132.26	0.18
J56	22:00:00	72.00	0.27	34.35	106.35	0.22
J57	22:00:00	59.00	1.08	46.44	105.44	0.86
J58	22:00:00	76.00	0.68	30.74	106.74	0.55
J59	22:00:00	57.00	0.69	48.28	105.28	0.55
J1160	22:00:00	24.91	1.19	43.80	68.71	0.80
J1161	22:00:00	25.25	0.54	43.43	68.68	0.36
J431	22:00:00	16.90	1.06	52.43	69.33	0.71
J432	22:00:00	19.88	0.35	49.28	69.16	0.23
J433	22:00:00	27.35	0.31	43.64	70.99	0.21
J434	22:00:00	16.48	0.97	55.77	72.25	0.65
J435	22:00:00	12.15	0.13	58.25	70.40	0.09
J436	22:00:00	17.68	0.76	46.00	63.68	0.51
J438	22:00:00	10.43	1.51	62.04	72.47	1.01
J1169	22:00:00	55.42	0.44	55.10	110.52	0.29
J439	22:00:00	17.78	1.31	45.33	63.11	0.88
J330	22:00:00	58.25	0.63	47.16	105.41	0.49
J331	22:00:00	59.26	0.48	46.12	105.38	0.37
J332	22:00:00	44.18	1.32	25.94	70.12	0.89
J333	22:00:00	25.70	1.05	45.21	70.91	0.71
J334	22:00:00	29.28	1.05	41.58	70.86	0.70
J335	22:00:00	25.08	0.71	46.00	71.08	0.48
J336	22:00:00	23.81	0.16	47.64	71.45	0.11
J337	22:00:00	22.11	0.94	50.81	72.92	0.63
J231	22:00:00	71.90	1.16	38.60	110.50	0.90
J232	22:00:00	69.81	1.52	40.70	110.51	1.18
J233	22:00:00	74.23	0.00	63.51	137.74	0.00
J234	22:00:00	64.06	0.03	72.78	136.84	0.02
J236	22:00:00	58.00	0.91	45.66	103.66	0.72
J237	22:00:00	73.14	1.53	30.52	103.66	1.22
J130	22:00:00	54.52	0.72	40.00	94.52	0.49
J131	22:00:00	88.05	1.13	45.01	133.06	0.77
J132	22:00:00	74.55	0.84	60.47	135.02	0.57
J133	22:00:00	69.58	0.86	65.40	134.98	0.58
J60	22:00:00	55.00	0.77	49.97	104.97	0.62
J134	22:00:00	80.70	0.59	55.70	136.40	0.40
J135	22:00:00	70.00	0.67	66.60	136.60	0.46
J62	22:00:00	60.00	0.45	45.29	105.29	0.36
J64	22:00:00	82.00	0.09	26.24	108.24	0.07
J65	22:00:00	82.00	0.41	26.24	108.24	0.32
J66	22:00:00	72.00	1.63	33.68	105.68	1.30
J67	22:00:00	81.00	0.10	25.75	106.75	0.08
J68	22:00:00	73.00	0.65	33.05	106.05	0.52
J69	22:00:00	71.00	0.61	35.03	106.03	0.49
J1170	22:00:00	54.54	0.82	55.98	110.52	0.55
J441	22:00:00	69.00	0.00	72.45	141.45	0.00
J444	22:00:00	29.46	0.79	42.76	72.22	0.53
J341	22:00:00	14.89	0.43	57.30	72.19	0.29
J344	22:00:00	54.70	1.05	55.82	110.52	0.70
J345	22:00:00	49.97	0.90	60.54	110.51	0.61
J347	22:00:00	54.40	0.26	56.12	110.52	0.17
J348	22:00:00	62.18	1.56	48.30	110.48	1.21
J349	22:00:00	36.41	1.09	74.12	110.53	0.84
J241	22:00:00	70.00	0.84	34.93	104.93	0.67
J242	22:00:00	65.00	0.65	39.93	104.93	0.52
J243	22:00:00	60.00	0.18	44.92	104.92	0.14
J244	22:00:00	70.00	1.31	34.29	104.29	1.04
J245	22:00:00	71.00	0.77	34.02	105.02	0.61
J246	22:00:00	55.00	1.26	48.75	103.75	1.00
J247	22:00:00	57.00	0.99	47.10	104.10	0.79
J248	22:00:00	54.00	1.39	50.09	104.09	1.11
J249	22:00:00	50.00	0.03	54.97	104.97	0.02
J142	22:00:00	5.53	0.35	67.23	72.76	0.24
J143	22:00:00	6.30	0.12	66.45	72.75	0.08
J70	22:00:00	70.00	0.18	36.03	106.03	0.14
J144	22:00:00	4.17	0.55	68.54	72.71	0.37
J71	22:00:00	77.00	0.21	29.40	106.40	0.17
J72	22:00:00	75.00	4.02e-04	31.27	106.27	3.21e-04
J73	22:00:00	80.00	0.89	26.42	106.42	0.71
J74	22:00:00	75.00	1.10	31.27	106.27	0.87
J76	22:00:00	70.00	0.91	35.96	105.96	0.72
J77	22:00:00	76.00	1.38	30.28	106.28	1.10
J78	22:00:00	60.56	0.14	43.98	104.54	0.11
J350	22:00:00	33.82	0.32	76.87	110.69	0.21
J351	22:00:00	25.51	1.13	85.02	110.53	0.88
J352	22:00:00	47.55	0.76	64.10	111.65	0.59
J353	22:00:00	22.64	0.60	88.37	111.01	0.46
J354	22:00:00	18.68	0.25	92.32	111.00	0.19
J355	22:00:00	28.87	1.17	79.59	108.46	0.91
J358	22:00:00	22.30	1.55	83.16	105.46	1.20
J359	22:00:00	17.57	0.88	87.45	105.02	0.68
J250	22:00:00	67.00	0.15	38.01	105.01	0.12
J251	22:00:00	75.19	1.26	62.92	138.11	0.86
J252	22:00:00	83.82	0.67	54.29	138.11	0.45
J253	22:00:00	74.69	0.77	58.15	132.84	0.52
J254	22:00:00	74.59	0.82	58.25	132.84	0.56
J257	22:00:00	105.58	0.35	32.41	137.99	0.23
J154	22:00:00	43.69	0.55	34.88	78.57	0.37
J155	22:00:00	44.41	0.16	34.14	78.55	0.11
J82	22:00:00	70.87	0.98	33.78	104.65	0.76
J156	22:00:00	56.16	0.28	22.55	78.71	0.19
J83	22:00:00	61.07	1.55	44.00	105.07	1.20
J84	22:00:00	43.82	0.16	61.08	104.90	0.13
J85	22:00:00	45.00	0.74	59.93	104.93	0.59
J159	22:00:00	37.41	0.45	40.56	77.97	0.30
J86	22:00:00	50.00	1.45	54.89	104.89	1.16
J87	22:00:00	42.63	1.25	62.27	104.90	1.00
J89	22:00:00	68.29	0.45	64.54	132.83	0.31
J360	22:00:00	20.71	1.12	83.97	104.68	0.87
J361	22:00:00	26.67	0.43	82.69	109.36	0.33
J362	22:00:00	43.66	0.15	69.01	112.67	0.12
J363	22:00:00	72.23	0.00	67.31	139.54	0.00
J364	22:00:00	65.00	0.00	74.02	139.02	0.00
J365	22:00:00	29.83	1.32	42.36	72.19	0.88
J366	22:00:00	14.46	0.50	57.80	72.26	0.33
J1208	22:00:00	42.74	0.39	70.18	112.92	0.30
J367	22:00:00	13.60	0.80	58.61	72.21	0.54
J369	22:00:00	20.27	0.42	51.94	72.21	0.28
J160	22:00:00	43.69	0.57	34.85	78.54	0.38
J161	22:00:00	22.81	0.07	51.95	74.76	0.05
J162	22:00:00	36.88	0.80	37.87	74.75	0.54
J163	22:00:00	16.20	0.34	58.56	74.76	0.23
J164	22:00:00	17.34	1.44	57.41	74.75	0.97
J91	22:00:00	64.09	0.98	68.73	132.82	0.66
J165	22:00:00	16.69	1.26	58.07	74.76	0.84
J166	22:00:00	23.95	1.55	50.80	74.75	1.04
J167	22:00:00	23.91	0.55	50.84	74.75	0.37
J94	22:00:00	30.75	0.90	79.49	110.24	0.61
J95	22:00:00	22.56	0.13	51.66	74.22	0.09
J96	22:00:00	30.00	1.06	44.21	74.21	0.71
J97	22:00:00	34.19	0.68	40.00	74.19	0.46
J976	22:00:00	6.30	1.60	66.45	72.75	1.07
J571	22:00:00	77.11	0.19	59.12	136.23	0.13
J572	22:00:00	76.40	1.54	59.83	136.23	1.04
J573	22:00:00	81.62	1.03	51.24	132.86	0.70
J574	22:00:00	67.36	0.58	65.44	132.80	0.39
J575	22:00:00	75.27	0.25	60.45	135.72	0.17
J576	22:00:00	80.80	0.80	55.54	136.34	0.54
J370	22:00:00	20.46	0.37	51.73	72.19	0.25
J371	22:00:00	68.81	0.00	70.05	138.86	0.00
J372	22:00:00	23.20	0.22	49.13	72.33	0.15
J373	22:00:00	27.22	0.05	45.11	72.33	0.03
J374	22:00:00	13.70	0.58	58.65	72.35	0.39
J375	22:00:00	22.72	0.91	49.63	72.35	0.61
J376	22:00:00	12.18	1.54	59.94	72.12	1.03
J377	22:00:00	13.12	0.90	59.21	72.33	0.60
J1219	22:00:00	14.48	0.68	59.87	74.35	0.45
J379	22:00:00	10.25	1.41	61.46	71.71	0.95
J171	22:00:00	8.81	1.38	65.61	74.42	0.92
J172	22:00:00	6.25	1.12	68.22	74.47	0.75
J173	22:00:00	13.00	1.20	61.74	74.74	0.81
J174	22:00:00	6.11	1.66	68.40	74.51	1.11
J175	22:00:00	6.84	0.57	67.68	74.52	0.38
J177	22:00:00	13.14	0.83	61.54	74.68	0.55
J179	22:00:00	15.01	0.69	59.34	74.35	0.46
J580	22:00:00	113.08	1.16	21.89	134.97	0.79
J486	22:00:00	86.11	0.30	47.99	134.10	0.20
J487	22:00:00	79.00	0.70	54.78	133.78	0.48
J488	22:00:00	89.16	0.91	45.45	134.61	0.61
J489	22:00:00	85.02	1.36	49.08	134.10	0.92
J381	22:00:00	36.02	0.90	74.51	110.53	0.70
J1223	22:00:00	3.48	0.71	69.18	72.66	0.48
J382	22:00:00	70.42	0.85	40.11	110.53	0.66
J384	22:00:00	42.51	0.00	70.52	113.03	0.00
J385	22:00:00	76.60	0.00	61.70	138.30	0.00
J180	22:00:00	8.77	0.82	65.65	74.42	0.55
J181	22:00:00	10.94	1.13	63.77	74.71	0.76
J1024	22:00:00	5.83	1.48	66.93	72.76	0.99
J183	22:00:00	13.28	0.62	61.13	74.41	0.41
J1025	22:00:00	8.61	0.50	64.15	72.76	0.34
J186	22:00:00	9.38	0.49	65.01	74.39	0.33
J187	22:00:00	9.81	0.25	64.60	74.41	0.17
J188	22:00:00	8.51	0.88	65.83	74.34	0.59
J189	22:00:00	7.58	0.37	66.76	74.34	0.25
J490	22:00:00	103.84	0.97	30.78	134.62	0.66
J491	22:00:00	76.93	0.61	59.26	136.19	0.41
J492	22:00:00	94.67	1.46	39.23	133.90	0.99
J493	22:00:00	77.62	0.80	56.93	134.55	0.54
J494	22:00:00	112.76	0.32	23.30	136.06	0.22
J495	22:00:00	91.15	1.14	45.10	136.25	0.77
J496	22:00:00	106.34	1.25	29.80	136.14	0.84
J497	22:00:00	112.63	1.02	22.40	135.03	0.69
J498	22:00:00	90.12	1.30	46.16	136.28	0.88
J500	22:00:00	75.52	0.27	59.22	134.74	0.18
J499	22:00:00	72.24	1.35	62.50	134.74	0.91
J501	22:00:00	80.97	0.34	53.93	134.90	0.23
J502	22:00:00	80.99	1.59	53.74	134.73	1.08
J503	22:00:00	99.65	0.11	35.29	134.94	0.07
J504	22:00:00	66.71	0.10	68.03	134.74	0.07
J394	22:00:00	70.53	0.00	70.92	141.45	0.00
J509	22:00:00	99.94	0.63	35.00	134.94	0.43
J399	22:00:00	75.00	0.00	66.45	141.45	0.00
J401	22:00:00	70.00	0.00	71.45	141.45	0.00
J406	22:00:00	71.74	0.00	69.71	141.45	0.00
J295	22:00:00	56.42	0.29	48.11	104.53	0.22
J407	22:00:00	68.00	0.00	73.45	141.45	0.00
J296	22:00:00	30.91	1.19	73.22	104.13	0.92
J408	22:00:00	7.93	0.89	64.86	72.79	0.60
J297	22:00:00	99.05	0.94	5.81	104.86	0.72
J298	22:00:00	77.46	0.36	27.44	104.90	0.28
J191	22:00:00	5.76	0.78	68.58	74.34	0.52
J303	22:00:00	50.42	1.24	54.42	104.84	0.96
J192	22:00:00	12.40	1.25	62.90	75.30	0.84
J193	22:00:00	12.99	0.66	62.31	75.30	0.45
J305	22:00:00	47.11	1.51	57.70	104.81	1.16
J194	22:00:00	13.46	1.24	61.29	74.75	0.83
J195	22:00:00	15.39	0.15	58.95	74.34	0.10
J196	22:00:00	13.35	1.06	61.41	74.76	0.71
J308	22:00:00	33.24	1.19	37.66	70.90	0.80
J198	22:00:00	18.54	0.03	53.67	72.21	0.02
J200	22:00:00	15.75	0.72	56.46	72.21	0.48
J199	22:00:00	16.26	0.67	55.97	72.23	0.45
J201	22:00:00	44.86	0.46	25.38	70.24	0.31
J202	22:00:00	10.41	1.64	62.13	72.54	1.10
J203	22:00:00	11.03	1.34	61.40	72.43	0.90
J204	22:00:00	21.51	1.16	49.93	71.44	0.78
J205	22:00:00	16.66	0.70	55.57	72.23	0.47
J206	22:00:00	14.12	1.22	58.09	72.21	0.82
J207	22:00:00	18.86	0.46	53.32	72.18	0.31
J208	22:00:00	11.25	0.59	61.58	72.83	0.40
J101	22:00:00	28.65	0.72	45.22	73.87	0.48
J102	22:00:00	46.96	1.57	27.20	74.16	1.06
J109	22:00:00	17.47	0.20	56.40	73.87	0.14
J1	22:00:00	16.82	1.08	57.94	74.76	0.72
J2	22:00:00	11.97	0.58	62.38	74.35	0.39
J3	22:00:00	29.02	0.17	39.66	68.68	0.12
J4	22:00:00	20.88	0.31	47.77	68.65	0.21
J5	22:00:00	22.75	0.13	46.24	68.99	0.09
J6	22:00:00	15.25	0.72	52.73	67.98	0.48
J7	22:00:00	24.91	1.60	43.24	68.15	1.07
J8	22:00:00	31.17	0.90	37.16	68.33	0.61
J9	22:00:00	31.89	0.82	36.67	68.56	0.55
J10	22:00:00	14.62	1.62	49.67	64.29	1.09
J11	22:00:00	18.43	0.36	53.59	72.02	0.24
J12	22:00:00	29.27	0.63	41.30	70.57	0.42
J13	22:00:00	32.04	0.66	38.21	70.25	0.44
J14	22:00:00	37.91	0.00	29.87	67.78	0.00
J15	22:00:00	102.84	0.00	38.61	141.45	0.00
J16	22:00:00	88.89	0.00	52.56	141.45	0.00
J17	22:00:00	82.75	0.00	58.70	141.45	0.00
J18	22:00:00	84.96	0.00	56.49	141.45	0.00
J19	22:00:00	90.94	0.00	50.51	141.45	0.00
J20	22:00:00	80.00	0.00	61.45	141.45	0.00
J21	22:00:00	80.00	0.00	61.45	141.45	0.00
J22	22:00:00	82.74	0.00	55.34	138.08	0.00
J23	22:00:00	75.96	0.00	62.46	138.42	0.00
J25	22:00:00	94.13	0.11	43.57	137.70	0.07
J26	22:00:00	76.35	1.26	61.35	137.70	0.85
J27	22:00:00	82.08	1.17	55.62	137.70	0.79
J28	22:00:00	45.00	0.83	39.95	84.95	0.56
J29	22:00:00	49.00	0.26	35.97	84.97	0.18
J30	22:00:00	72.01	0.37	65.69	137.70	0.25
J31	22:00:00	69.78	0.54	67.92	137.70	0.37
J32	22:00:00	45.00	1.31	39.96	84.96	0.89
J33	22:00:00	48.00	0.08	36.96	84.96	0.06
J34	22:00:00	50.00	0.86	34.96	84.96	0.59
J35	22:00:00	67.78	1.26	69.92	137.70	0.85
J36	22:00:00	51.08	1.33	33.90	84.98	0.90
J37	22:00:00	66.19	0.54	71.65	137.84	0.37
J38	22:00:00	47.00	1.62	37.96	84.96	1.10
J24	22:00:00	34.53	1.34	38.48	73.01	0.90
J39	22:00:00	45.88	1.12	27.41	73.29	0.75
J40	22:00:00	12.80	1.51	59.60	72.40	1.01
J123	22:00:00	38.41	1.46	71.83	110.24	0.98
J140	22:00:00	39.94	0.69	70.30	110.24	0.47
J141	22:00:00	41.45	0.21	68.79	110.24	0.14
J157	22:00:00	31.49	1.59	78.75	110.24	1.07
J158	22:00:00	25.88	1.33	84.36	110.24	0.89
J168	22:00:00	40.21	1.16	70.04	110.25	0.78
J170	22:00:00	46.87	0.67	63.38	110.25	0.45
J176	22:00:00	50.64	0.03	59.62	110.26	0.02
J178	22:00:00	58.87	0.28	51.39	110.26	0.19
J184	22:00:00	56.09	0.27	54.16	110.25	0.18
J185	22:00:00	43.71	0.85	66.57	110.28	0.57
J190	22:00:00	58.49	0.68	52.09	110.58	0.45
J197	22:00:00	41.86	0.18	69.07	110.93	0.12
J213	22:00:00	52.07	0.46	58.51	110.58	0.31
J215	22:00:00	75.76	1.07	34.77	110.53	0.72
J216	22:00:00	53.06	1.42	57.96	111.02	0.95
J227	22:00:00	52.89	0.83	57.98	110.87	0.56
J238	22:00:00	44.16	0.31	66.63	110.79	0.21
J239	22:00:00	43.49	1.49	67.30	110.79	1.00
J255	22:00:00	35.31	0.62	75.45	110.76	0.42
J256	22:00:00	40.00	0.00	70.79	110.79	0.00
J258	22:00:00	51.24	1.28	59.62	110.86	0.86
J260	22:00:00	32.53	0.36	78.16	110.69	0.24
J265	22:00:00	50.87	0.74	59.77	110.64	0.50
J266	22:00:00	39.83	0.39	70.84	110.67	0.26
J267	22:00:00	22.31	1.46	88.69	111.00	1.13
J61	22:00:00	72.00	1.02	34.04	106.04	0.81
J92	22:00:00	72.00	0.62	33.96	105.96	0.50
J268	22:00:00	69.68	0.65	34.85	104.53	0.50
J278	22:00:00	104.29	1.43	29.04	133.33	0.97
J281	22:00:00	83.72	0.98	49.52	133.24	0.66
J283	22:00:00	94.06	1.55	39.19	133.25	1.05
J284	22:00:00	77.38	0.86	55.85	133.23	0.58
J136	22:00:00	81.80	0.55	51.05	132.85	0.37
J137	22:00:00	9.11	1.45	65.31	74.42	0.97
J145	22:00:00	47.46	0.43	62.78	110.24	0.29
J118	22:00:00	75.00	0.43	31.73	106.73	0.35
J52	22:00:00	54.70	0.30	55.78	110.48	0.23
J81	22:00:00	50.00	0.58	34.92	84.92	0.39
J88	22:00:00	45.00	4.18e-03	40.00	85.00	2.83e-03
J90	22:00:00	84.00	1.24	54.11	138.11	0.84
J93	22:00:00	65.00	4.20	72.83	137.83	2.85
J147	22:00:00	68.00	0.46	68.22	136.22	0.31
J148	22:00:00	50.00	1.17	44.47	94.47	0.79
J149	22:00:00	40.00	0.67	54.48	94.48	0.46
J150	22:00:00	60.00	1.35	34.44	94.44	0.92
J151	22:00:00	60.00	1.24	72.45	132.45	0.84
J152	22:00:00	32.00	0.73	48.70	80.70	0.49
J153	22:00:00	60.00	0.13	72.45	132.45	0.09
J169	22:00:00	42.00	0.68	40.00	82.00	0.46
J182	22:00:00	40.00	0.57	41.99	81.99	0.38
J222	22:00:00	32.00	1.18	48.73	80.73	0.80
J224	22:00:00	37.00	0.52	43.72	80.72	0.35
J230	22:00:00	30.00	1.33	74.73	104.73	1.03
J235	22:00:00	53.00	0.25	51.80	104.80	0.20
J240	22:00:00	87.00	0.99	47.94	134.94	0.67
J269	22:00:00	56.00	0.00	22.72	78.72	0.00
J273	22:00:00	56.00	0.00	22.73	78.73	0.00
J274	22:00:00	56.00	0.00	22.72	78.72	0.00
J276	22:00:00	56.00	0.00	2.99	58.99	0.00
J280	22:00:00	56.00	0.00	2.99	58.99	0.00
J285	22:00:00	56.00	0.00	2.98	58.98	0.00
J287	22:00:00	40.00	0.00	27.36	67.36	0.00
J288	22:00:00	40.00	0.00	27.36	67.36	0.00
J289	22:00:00	40.00	0.00	27.32	67.32	0.00
J290	22:00:00	40.00	0.00	27.28	67.28	0.00
J291	22:00:00	65.00	0.00	84.54	149.54	0.00
J292	22:00:00	40.00	0.00	70.79	110.79	0.00
J299	22:00:00	40.00	0.00	27.36	67.36	0.00
J300	22:00:00	40.00	0.00	27.36	67.36	0.00
J301	22:00:00	44.00	0.00	25.98	69.98	0.00
J302	22:00:00	44.00	0.00	25.91	69.91	0.00
J304	22:00:00	44.00	0.00	60.90	104.90	0.00
J306	22:00:00	44.00	0.00	60.90	104.90	0.00
J307	22:00:00	44.00	0.00	25.79	69.79	0.00
J309	22:00:00	44.00	0.00	25.79	69.79	0.00
J317	22:00:00	44.00	0.00	69.19	113.19	0.00
J323	22:00:00	44.00	0.00	69.19	113.19	0.00
R1	22:00:00	59.00	0.00	0.00	59.00	-118.32
T3	22:00:00	112.90	0.00	3.22	116.12	-15.76
T1	22:00:00	71.50	0.00	2.28	73.78	-63.72
T7	22:00:00	102.00	0.00	2.86	104.86	0.79
T6	22:00:00	101.50	0.00	5.50	107.00	0.00
T5	22:00:00	105.80	0.00	2.84	108.64	-26.98
T2	22:00:00	65.00	0.00	1.94	66.94	27.70
T4	22:00:00	132.50	0.00	2.43	134.93	4.68
J511	23:00:00	105.08	1.18	30.03	135.11	0.78
J411	23:00:00	8.95	0.89	63.43	72.38	0.56
J414	23:00:00	34.36	0.97	34.59	68.95	0.61
J415	23:00:00	65.00	0.00	84.58	149.58	0.00
J416	23:00:00	42.60	0.00	99.00	141.60	0.00
J417	23:00:00	37.38	1.29	30.47	67.85	0.82
J418	23:00:00	37.39	0.00	29.92	67.31	0.00
J419	23:00:00	40.50	0.00	26.56	67.06	0.00
J310	23:00:00	51.84	1.36	54.38	106.22	0.88
J311	23:00:00	55.95	1.18	50.29	106.24	0.77
J312	23:00:00	68.48	0.08	36.87	105.35	0.05
J313	23:00:00	67.66	0.69	37.69	105.35	0.45
J314	23:00:00	14.94	1.44	57.22	72.16	0.91
J315	23:00:00	16.03	1.32	56.03	72.06	0.83
J316	23:00:00	12.98	0.62	59.15	72.13	0.39
J318	23:00:00	53.67	1.60	51.86	105.53	1.04
J319	23:00:00	39.29	1.45	66.23	105.52	0.94
J210	23:00:00	7.01	0.09	65.43	72.44	0.06
J211	23:00:00	11.27	1.58	61.20	72.47	1.00
J212	23:00:00	7.87	0.61	64.57	72.44	0.38
J214	23:00:00	8.67	0.87	63.72	72.39	0.55
J217	23:00:00	10.98	1.28	61.29	72.27	0.81
J218	23:00:00	7.68	0.09	64.77	72.45	0.06
J219	23:00:00	52.00	0.99	53.27	105.27	0.63
J110	23:00:00	15.92	0.78	58.14	74.06	0.49
J420	23:00:00	39.99	0.00	27.07	67.06	0.00
J421	23:00:00	37.09	1.04	30.59	67.68	0.66
J422	23:00:00	38.81	0.00	28.50	67.31	0.00
J1153	23:00:00	22.14	0.44	49.76	71.90	0.28
J1154	23:00:00	14.61	0.47	57.41	72.02	0.29
J1155	23:00:00	15.54	1.38	56.44	71.98	0.87
J425	23:00:00	64.42	0.00	76.76	141.18	0.00
J426	23:00:00	72.71	0.00	68.16	140.87	0.00
J1157	23:00:00	22.21	1.64	49.69	71.90	1.04
J427	23:00:00	67.65	0.00	73.91	141.56	0.00
J1158	23:00:00	28.25	0.38	43.73	71.98	0.24
J428	23:00:00	16.20	1.16	47.84	64.04	0.73
J429	23:00:00	12.56	1.63	51.62	64.18	1.03
J320	23:00:00	46.73	0.41	60.08	106.81	0.26
J321	23:00:00	44.59	0.89	62.15	106.74	0.58
J322	23:00:00	48.02	0.18	58.72	106.74	0.12
J324	23:00:00	42.38	1.67	64.35	106.73	1.08
J1056	23:00:00	7.64	1.13	64.74	72.38	0.71
J327	23:00:00	49.68	0.03	57.48	107.16	0.02
J1058	23:00:00	13.58	0.96	54.58	68.16	0.61
J328	23:00:00	45.69	0.17	61.73	107.42	0.11
J329	23:00:00	44.05	0.17	70.41	114.46	0.11
J220	23:00:00	80.00	1.33	25.21	105.21	0.85
J221	23:00:00	97.07	0.47	8.02	105.09	0.31
J225	23:00:00	13.33	0.08	58.66	71.99	0.05
J226	23:00:00	11.10	0.49	60.60	71.70	0.31
J50	23:00:00	71.80	0.64	33.23	105.03	0.41
J51	23:00:00	77.42	0.50	27.60	105.02	0.33
J53	23:00:00	85.00	1.58	22.30	107.30	1.01
J54	23:00:00	80.00	1.63	26.32	106.32	1.05
J128	23:00:00	85.26	0.67	48.02	133.28	0.44
J55	23:00:00	71.00	0.46	35.47	106.47	0.30
J129	23:00:00	62.85	0.27	69.79	132.64	0.18
J56	23:00:00	72.00	0.27	34.24	106.24	0.17
J57	23:00:00	59.00	1.08	46.63	105.63	0.69
J58	23:00:00	76.00	0.68	30.50	106.50	0.44
J59	23:00:00	57.00	0.69	48.53	105.53	0.44
J1160	23:00:00	24.91	1.19	43.91	68.82	0.75
J1161	23:00:00	25.25	0.54	43.53	68.78	0.34
J431	23:00:00	16.90	1.06	52.48	69.38	0.67
J432	23:00:00	19.88	0.35	49.33	69.21	0.22
J433	23:00:00	27.35	0.31	43.36	70.71	0.20
J434	23:00:00	16.48	0.97	55.54	72.02	0.61
J435	23:00:00	12.15	0.13	58.24	70.39	0.09
J436	23:00:00	17.68	0.76	46.68	64.36	0.48
J438	23:00:00	10.43	1.51	61.81	72.24	0.95
J1169	23:00:00	55.42	0.44	71.43	126.85	0.32
J439	23:00:00	17.78	1.31	46.07	63.85	0.83
J330	23:00:00	58.25	0.63	47.81	106.06	0.41
J331	23:00:00	59.26	0.48	46.75	106.01	0.31
J332	23:00:00	44.18	1.32	25.83	70.01	0.84
