		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
P1024	13:00:00	375.62	102.00	89.62	3.82	0.47	5.80	0.05
P1025	13:00:00	39.18	76.00	97.78	4.05	0.89	23.06	0.04
P1026	13:00:00	45.61	76.00	88.45	2.71	0.60	13.18	0.06
P1027	13:00:00	82.32	51.00	92.01	0.79	0.39	8.71	0.06
P1028	13:00:00	9.57	51.00	86.99	5.21e-03	2.55e-03	6.21e-03	0.96
P1029	13:00:00	122.62	76.00	91.34	1.00	0.22	1.93	0.06
P103	13:00:00	35.98	254.00	79.37	6.59	0.13	0.23	0.07
P1030	13:00:00	95.25	76.00	104.61	2.08	0.46	5.91	0.04
P1031	13:00:00	188.28	152.00	84.37	14.13	0.78	10.45	0.05
P1032	13:00:00	143.29	152.00	98.43	13.01	0.72	6.74	0.04
P1033	13:00:00	128.79	152.00	84.69	12.85	0.71	8.70	0.05
P1034	13:00:00	52.87	203.00	97.42	0.65	0.02	6.54e-03	0.06
P1035	13:00:00	122.47	152.00	97.76	4.36	0.24	0.90	0.05
P1036	13:00:00	83.33	203.00	74.30	11.95	0.37	2.37	0.07
P1039	13:00:00	121.38	203.00	92.14	7.06	0.22	0.60	0.05
P104	13:00:00	33.11	203.00	99.89	0.40	0.01	2.51e-03	0.07
P1040	13:00:00	29.45	152.00	94.69	3.57	0.20	0.65	0.05
P1041	13:00:00	307.54	102.00	112.51	3.13	0.38	2.60	0.04
P1042	13:00:00	84.54	152.00	76.15	2.68	0.15	0.58	0.08
P1044	13:00:00	65.80	203.00	100.22	12.63	0.39	1.51	0.04
P1045	13:00:00	68.63	203.00	118.82	12.98	0.40	1.16	0.03
P106	13:00:00	270.38	102.00	63.55	1.87	0.23	2.93	0.11
P107	13:00:00	357.00	203.00	80.51	4.75	0.15	0.37	0.07
P108	13:00:00	183.53	203.00	78.72	1.35	0.04	0.04	0.09
P109	13:00:00	218.52	203.00	76.89	5.56	0.17	0.54	0.07
P11	13:00:00	83.45	101.60	96.83	1.21	0.15	0.61	0.05
P110	13:00:00	425.83	508.00	98.99	159.62	0.79	1.95	0.03
P111	13:00:00	126.36	152.00	72.41	0.49	0.03	0.03	0.11
P112	13:00:00	646.98	305.00	68.60	1.64	0.02	9.56e-03	0.11
P113	13:00:00	310.73	152.00	85.35	5.85	0.32	2.00	0.06
P115	13:00:00	99.88	102.00	91.23	8.54	1.05	24.89	0.05
P116	13:00:00	204.54	152.00	93.47	2.95	0.16	0.48	0.05
P117	13:00:00	104.00	102.00	67.96	3.77	0.46	9.46	0.09
P118	13:00:00	115.91	102.00	84.67	1.43	0.18	1.05	0.07
P119	13:00:00	64.88	305.00	78.14	0.27	3.67e-03	2.62e-04	0.12
P12	13:00:00	85.24	406.00	89.66	46.82	0.36	0.72	0.04
P120	13:00:00	91.40	102.00	88.39	3.71	0.45	5.63	0.05
P121	13:00:00	42.23	152.00	100.37	0.48	0.03	0.01	0.06
P122	13:00:00	45.06	305.00	78.98	14.70	0.20	0.43	0.06
P123	13:00:00	51.21	152.00	61.06	2.46	0.14	0.75	0.12
P124	13:00:00	99.09	102.00	78.83	0.83	0.10	0.43	0.08
P125	13:00:00	193.35	508.00	84.74	5.11	0.03	4.42e-03	0.07
P126	13:00:00	109.60	76.00	89.74	0.88	0.19	1.61	0.06
P127	13:00:00	87.22	102.00	73.68	1.33	0.16	1.18	0.09
P128	13:00:00	165.63	102.00	90.95	0.87	0.11	0.36	0.06
P129	13:00:00	79.59	102.00	78.07	0.65	0.08	0.28	0.09
P13	13:00:00	62.56	406.00	83.04	41.40	0.32	0.66	0.05
P130	13:00:00	56.79	76.00	70.71	1.37	0.30	5.66	0.09
P131	13:00:00	86.50	76.00	74.73	0.33	0.07	0.37	0.10
P132	13:00:00	67.35	76.00	88.54	1.02	0.22	2.14	0.06
P134	13:00:00	68.79	76.00	78.57	1.49	0.33	5.43	0.08
P136	13:00:00	241.77	102.00	75.73	1.58	0.19	1.55	0.08
P138	13:00:00	19.28	254.00	72.49	43.09	0.85	8.97	0.06
P139	13:00:00	73.66	406.00	68.72	47.24	0.36	1.20	0.07
P14	13:00:00	151.39	406.00	72.01	40.44	0.31	0.82	0.07
P140	13:00:00	222.30	102.00	107.83	0.92	0.11	0.30	0.05
P141	13:00:00	169.94	102.00	103.79	1.97	0.24	1.30	0.04
P142	13:00:00	16.61	152.40	85.39	3.33	0.18	0.70	0.06
P144	13:00:00	130.79	76.00	99.92	0.00	0.00	0.00	0.00
P147	13:00:00	60.08	203.00	92.84	0.88	0.03	0.01	0.07
P148	13:00:00	561.69	305.00	96.44	32.98	0.45	1.32	0.04
P15	13:00:00	395.29	406.00	90.48	39.63	0.31	0.52	0.04
P150	13:00:00	93.19	152.00	103.15	0.63	0.03	0.02	0.06
P154	13:00:00	170.64	152.00	108.83	18.33	1.01	10.58	0.03
P155	13:00:00	59.38	101.60	105.71	6.69	0.83	12.30	0.04
P156	13:00:00	80.34	102.00	110.87	0.23	0.03	0.02	0.05
P157	13:00:00	232.93	102.00	102.90	2.02	0.25	1.38	0.05
P158	13:00:00	69.88	76.00	105.07	0.88	0.19	1.20	0.05
P159	13:00:00	118.78	203.00	80.15	2.60	0.08	0.12	0.08
P16	13:00:00	252.34	102.00	97.25	4.72	0.58	7.39	0.04
P160	13:00:00	68.68	76.00	104.63	1.75	0.39	4.32	0.04
P161	13:00:00	40.31	76.00	90.01	3.61	0.80	21.75	0.05
P162	13:00:00	190.67	152.00	98.76	25.37	1.40	23.13	0.04
P163	13:00:00	67.74	203.00	94.23	1.51	0.05	0.03	0.06
P165	13:00:00	143.81	305.00	92.93	32.95	0.45	1.41	0.04
P166	13:00:00	235.00	101.60	93.60	3.51	0.43	4.67	0.05
P17	13:00:00	32.42	508.00	77.28	150.76	0.74	2.77	0.05
P174	13:00:00	278.59	102.00	89.32	1.21	0.15	0.69	0.06
P177	13:00:00	56.80	102.00	100.61	1.15	0.14	0.51	0.05
P18	13:00:00	283.30	508.00	100.30	147.45	0.73	1.64	0.03
P184	13:00:00	59.38	101.60	95.91	8.07	0.99	20.80	0.04
P19	13:00:00	750.87	508.00	97.70	138.71	0.68	1.54	0.03
P195	13:00:00	144.33	76.00	80.63	1.27	0.28	3.83	0.07
P2	13:00:00	295.25	203.00	62.05	7.16	0.22	1.28	0.10
P20	13:00:00	579.67	508.00	89.67	120.88	0.60	1.40	0.04
P201	13:00:00	102.19	76.00	96.63	1.09	0.24	2.08	0.05
P21	13:00:00	176.48	406.00	86.69	99.45	0.77	3.09	0.04
P211	13:00:00	202.33	76.00	84.05	0.91	0.20	1.92	0.07
P215	13:00:00	140.76	254.00	81.42	83.28	1.64	24.50	0.05
P218	13:00:00	54.55	102.00	81.77	1.04	0.13	0.61	0.08
P219	13:00:00	67.98	102.00	86.84	0.53	0.06	0.16	0.08
P22	13:00:00	567.30	406.00	81.11	183.06	1.41	10.80	0.04
P220	13:00:00	68.33	76.00	93.74	0.95	0.21	1.69	0.06
P223	13:00:00	108.98	203.00	93.22	1.11	0.03	0.02	0.06
P225	13:00:00	120.77	102.00	92.69	0.14	0.02	0.01	0.08
P228	13:00:00	42.72	76.00	99.29	1.70	0.37	4.48	0.05
P23	13:00:00	316.91	508.00	77.16	181.68	0.90	3.92	0.05
P230	13:00:00	114.61	76.00	77.40	1.68	0.37	6.95	0.08
P231	13:00:00	12.21	76.00	98.42	1.20	0.26	2.38	0.05
P233	13:00:00	58.66	76.00	97.30	0.75	0.17	1.03	0.06
P234	13:00:00	41.63	76.00	87.21	1.51	0.33	4.59	0.06
P235	13:00:00	92.74	76.00	84.32	4.74	1.05	40.61	0.06
P237	13:00:00	12.01	305.00	5.06	48.70	0.67	639.03	8.61
P238	13:00:00	12.59	304.80	104.74	48.70	0.67	2.34	0.03
P24	13:00:00	71.05	508.00	88.62	160.22	0.79	2.40	0.04
P241	13:00:00	49.46	102.00	114.84	0.66	0.08	0.14	0.04
P242	13:00:00	25.06	152.40	99.01	2.48	0.14	0.31	0.05
P243	13:00:00	57.08	203.20	82.80	5.45	0.17	0.45	0.06
P245	13:00:00	18.65	152.40	120.40	35.20	1.93	29.01	0.02
P246	13:00:00	56.94	152.40	121.60	22.25	1.22	12.18	0.02
P248	13:00:00	6.96	152.40	110.07	20.88	1.14	13.02	0.03
P249	13:00:00	28.43	51.00	85.38	0.86	0.42	11.68	0.07
P25	13:00:00	4.30	508.00	74.38	175.81	0.87	3.95	0.05
P251	13:00:00	11.49	152.00	103.73	17.97	0.99	11.14	0.03
P252	13:00:00	135.44	305.00	82.30	48.70	0.67	3.65	0.05
P255	13:00:00	76.14	51.00	71.47	0.23	0.11	1.41	0.11
P256	13:00:00	55.17	305.00	94.86	48.70	0.67	2.80	0.04
P258	13:00:00	79.53	102.00	75.51	0.03	4.24e-03	1.31e-03	0.15
P259	13:00:00	136.09	102.00	83.09	0.19	0.02	0.03	0.10
P26	13:00:00	22.94	508.00	88.01	4.86	0.02	3.76e-03	0.07
P264	13:00:00	11.73	101.60	112.51	0.59	0.07	0.12	0.05
P266	13:00:00	55.29	101.60	107.06	1.27	0.16	0.55	0.04
P267	13:00:00	344.62	152.40	95.59	0.37	0.02	9.54e-03	0.07
P268	13:00:00	146.46	152.40	86.84	2.53	0.14	0.41	0.06
P27	13:00:00	163.63	254.00	69.11	2.14	0.04	0.04	0.11
P270	13:00:00	88.36	101.60	92.77	1.07	0.13	0.53	0.06
P272	13:00:00	143.88	102.00	73.95	1.74	0.21	1.94	0.09
P275	13:00:00	172.96	152.40	98.16	0.93	0.05	0.05	0.06
P28	13:00:00	117.42	152.00	88.27	1.04	0.06	0.08	0.07
P280	13:00:00	333.40	203.00	88.34	2.75e-05	8.50e-07	7.16e-11	0.00
P282	13:00:00	131.93	102.00	86.72	3.50	0.43	5.24	0.06
P284	13:00:00	198.97	76.20	89.13	1.08	0.24	2.35	0.06
P285	13:00:00	130.71	76.20	90.18	0.10	0.02	0.03	0.09
P286	13:00:00	155.58	101.60	90.01	0.45	0.06	0.11	0.07
P287	13:00:00	45.12	254.00	78.35	83.28	1.64	26.31	0.05
P288	13:00:00	226.74	76.20	85.05	1.93	0.42	7.45	0.06
P29	13:00:00	20.51	152.00	89.48	0.91	0.05	0.06	0.07
P290	13:00:00	46.28	76.20	89.44	0.41	0.09	0.39	0.07
P291	13:00:00	132.94	305.00	107.08	48.70	0.67	2.24	0.03
P292	13:00:00	13.54	305.00	97.27	48.70	0.67	2.68	0.04
P293	13:00:00	125.20	305.00	92.16	48.70	0.67	2.96	0.04
P294	13:00:00	101.20	102.00	79.97	1.78	0.22	1.73	0.07
P295	13:00:00	133.23	76.00	72.41	4.67	1.03	52.32	0.07
P296	13:00:00	231.87	76.00	82.96	2.53	0.56	13.04	0.06
P297	13:00:00	42.53	406.00	73.00	8.10	0.06	0.04	0.08
P298	13:00:00	40.11	305.00	84.55	5.55	0.08	0.06	0.06
P299	13:00:00	61.51	102.00	87.71	2.95	0.36	3.74	0.06
P3	13:00:00	136.52	300.00	73.65	13.83	0.20	0.47	0.07
P30	13:00:00	40.89	254.00	86.71	2.09	0.04	0.02	0.07
P301	13:00:00	45.31	305.00	85.19	4.85	0.07	0.05	0.06
P302	13:00:00	178.28	305.00	80.34	4.59	0.06	0.05	0.07
P303	13:00:00	131.94	76.00	88.33	0.94	0.21	1.87	0.06
P304	13:00:00	268.74	101.60	89.39	0.58	0.07	0.18	0.07
P305	13:00:00	43.41	203.00	90.80	2.74e-05	8.46e-07	6.67e-11	0.00
P307	13:00:00	47.30	305.00	60.51	1.84	0.03	0.01	0.14
P308	13:00:00	334.57	305.00	88.08	48.70	0.67	3.22	0.04
P309	13:00:00	128.80	101.60	94.96	1.02	0.13	0.46	0.06
P31	13:00:00	144.67	152.00	108.77	4.41	0.24	0.76	0.04
P310	13:00:00	9.00	610.00	87.27	184.51	0.63	1.32	0.04
P316	13:00:00	11.62	610.00	70.45	184.51	0.63	1.96	0.06
P319	13:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.89
P32	13:00:00	84.44	152.00	103.56	7.01	0.39	1.95	0.04
P320	13:00:00	11.47	610.00	76.52	92.25	0.32	0.47	0.06
P322	13:00:00	11.50	610.00	89.43	92.25	0.32	0.35	0.04
P323	13:00:00	11.47	610.00	84.69	3.82e-05	1.31e-07	2.27e-12	1.59
P329	13:00:00	134.52	152.00	100.18	2.89	0.16	0.40	0.05
P33	13:00:00	22.81	254.00	73.04	4.53	0.09	0.14	0.09
P330	13:00:00	66.79	76.00	96.42	1.36	0.30	3.14	0.05
P331	13:00:00	93.46	51.00	93.19	0.56	0.27	4.48	0.06
P336	13:00:00	182.99	152.00	92.17	2.43	0.13	0.34	0.06
P337	13:00:00	20.49	305.00	5.62	6.39	0.09	11.67	9.14
P338	13:00:00	74.38	76.00	100.36	0.21	0.05	0.09	0.06
P339	13:00:00	307.49	102.00	88.65	1.26	0.15	0.76	0.06
P34	13:00:00	98.00	508.00	78.51	163.66	0.81	3.13	0.05
P340	13:00:00	96.21	305.00	101.08	20.77	0.28	0.51	0.04
P341	13:00:00	189.74	305.00	94.64	19.33	0.26	0.51	0.04
P343	13:00:00	111.65	152.00	100.29	3.33	0.18	0.52	0.05
P344	13:00:00	45.26	152.00	85.91	7.62	0.42	3.23	0.05
P346	13:00:00	54.91	51.00	93.91	0.08	0.04	0.12	0.08
P347	13:00:00	385.56	305.00	96.24	4.36	0.06	0.03	0.05
P348	13:00:00	42.47	305.00	88.73	3.07	0.04	0.01	0.05
P349	13:00:00	39.12	305.00	97.01	0.09	1.26e-03	3.95e-03	14.79
P35	13:00:00	64.56	152.00	84.38	0.14	7.93e-03	2.14e-03	0.10
P350	13:00:00	400.16	203.00	99.86	0.78	0.02	8.82e-03	0.06
P37	13:00:00	180.61	203.00	97.80	0.23	7.03e-03	9.30e-04	0.07
P372	13:00:00	6.42	101.60	113.11	8.30	1.02	16.16	0.03
P374	13:00:00	15.83	254.00	91.92	34.57	0.68	3.84	0.04
P375	13:00:00	7.79	254.00	75.49	34.57	0.68	5.53	0.06
P376	13:00:00	6.64	254.00	102.69	34.57	0.68	3.13	0.03
P378	13:00:00	6.47	254.00	112.45	34.57	0.68	2.64	0.03
P379	13:00:00	6.43	254.00	101.78	48.70	0.96	6.00	0.03
P38	13:00:00	169.49	76.00	106.47	1.07	0.24	1.67	0.04
P380	13:00:00	4.79	254.00	87.81	48.70	0.96	7.89	0.04
P381	13:00:00	5.53	304.80	119.21	48.70	0.67	1.84	0.02
P383	13:00:00	19.56	152.00	80.15	5.89	0.32	2.27	0.06
P384	13:00:00	26.14	76.00	101.91	4.25	0.94	23.32	0.04
P385	13:00:00	106.53	305.00	76.02	20.36	0.28	0.84	0.06
P386	13:00:00	8.12	152.00	79.90	11.59	0.64	8.03	0.06
P39	13:00:00	190.12	102.00	95.44	0.35	0.04	0.06	0.07
P397	13:00:00	13.16	203.20	87.43	67.24	2.07	42.85	0.04
P398	13:00:00	6.75	203.20	91.05	31.17	0.96	9.57	0.04
P399	13:00:00	9.71	203.20	81.41	31.17	0.96	11.77	0.05
P40	13:00:00	143.64	102.00	107.91	6.16	0.75	9.95	0.04
P402	13:00:00	6.12	203.20	89.15	4.26e-05	1.31e-06	1.37e-10	0.32
P403	13:00:00	6.86	152.40	111.47	36.07	1.98	35.00	0.03
P409	13:00:00	26.38	152.40	89.90	36.07	1.98	52.13	0.04
P410	13:00:00	7.70	203.20	85.67	4.31e-05	1.33e-06	1.51e-10	0.34
P42	13:00:00	32.93	152.00	114.92	5.25	0.29	0.94	0.03
P424	13:00:00	27.80	203.20	124.99	31.17	0.96	5.32	0.02
P43	13:00:00	36.18	203.00	88.54	0.28	8.71e-03	1.66e-03	0.09
P44	13:00:00	247.65	152.00	115.17	17.19	0.95	8.46	0.03
P443	13:00:00	67.31	305.00	85.58	1.39	0.02	4.65e-03	0.08
P445	13:00:00	7.80	254.00	86.21	0.75	0.01	3.56e-03	0.08
P446	13:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	13:00:00	19.47	254.00	96.97	2.00e-05	3.95e-07	8.90e-13	0.00
P46	13:00:00	70.86	102.00	112.66	0.12	0.01	6.44e-03	0.06
P465	13:00:00	18.20	254.00	86.57	1.87e-05	3.68e-07	9.52e-13	0.00
P467	13:00:00	15.17	254.00	96.15	1.83e-05	3.61e-07	5.71e-13	0.00
P468	13:00:00	31.29	254.00	105.27	83.28	1.64	15.22	0.03
P48	13:00:00	28.98	152.00	113.52	4.63	0.26	0.76	0.04
P482	13:00:00	321.89	152.00	78.90	2.34	0.13	0.42	0.08
P484	13:00:00	336.57	203.00	79.98	1.46	0.05	0.04	0.08
P49	13:00:00	134.92	152.00	121.71	0.76	0.04	0.02	0.04
P492	13:00:00	157.32	101.60	114.11	0.11	0.01	5.19e-03	0.06
P5	13:00:00	588.97	406.00	83.56	6.56	0.05	0.02	0.07
P500	13:00:00	24.23	203.00	112.62	0.53	0.02	3.43e-03	0.05
P501	13:00:00	11.32	152.40	111.45	1.59	0.09	0.11	0.04
P502	13:00:00	9.19	76.20	99.59	1.54	0.34	3.67	0.05
P51	13:00:00	57.47	102.00	92.24	2.76	0.34	3.02	0.05
P510	13:00:00	193.37	102.00	104.95	5.63e-07	6.88e-08	9.77e-12	0.00
P52	13:00:00	83.26	102.00	89.65	1.73	0.21	1.34	0.06
P524	13:00:00	170.54	305.00	96.23	0.84	0.01	2.09e-03	0.09
P527	13:00:00	149.04	305.00	73.12	5.58	0.08	0.08	0.08
P529	13:00:00	212.31	102.00	103.92	1.25	0.15	0.56	0.05
P53	13:00:00	10.32	203.00	87.56	31.17	0.96	10.34	0.04
P54	13:00:00	111.67	51.00	92.40	1.16	0.57	17.54	0.05
P55	13:00:00	99.86	76.00	87.65	1.38	0.30	3.85	0.06
P57	13:00:00	288.77	152.00	99.60	25.88	1.43	23.63	0.03
P58	13:00:00	503.91	102.00	100.85	9.20	1.13	23.73	0.04
P596	13:00:00	76.39	76.00	112.81	1.83	0.40	4.05	0.04
P597	13:00:00	79.68	102.00	101.12	0.68	0.08	0.19	0.05
P6	13:00:00	199.39	152.00	94.65	0.65	0.04	0.03	0.07
P609	13:00:00	86.07	76.00	111.63	3.08	0.68	10.89	0.04
P610	13:00:00	206.58	76.00	95.80	4.95e-07	1.09e-07	6.85e-11	0.00
P63	13:00:00	165.95	254.00	88.73	4.26	0.08	0.08	0.06
P633	13:00:00	173.88	152.00	119.13	6.38	0.35	1.27	0.03
P64	13:00:00	126.63	203.00	80.25	3.50	0.11	0.21	0.07
P65	13:00:00	164.93	102.00	101.95	2.96	0.36	2.85	0.04
P67	13:00:00	330.24	203.00	74.11	3.01	0.09	0.19	0.09
P670	13:00:00	54.41	152.00	98.70	6.40e-06	3.53e-07	2.06e-10	0.00
P671	13:00:00	62.97	152.00	94.84	5.77e-07	3.18e-08	7.70e-11	0.00
P68	13:00:00	302.74	305.00	83.22	1.47	0.02	5.43e-03	0.08
P69	13:00:00	103.63	152.00	72.35	5.98	0.33	2.83	0.08
P697	13:00:00	88.89	102.00	97.76	5.22e-08	6.39e-09	9.75e-13	0.00
P7	13:00:00	60.22	508.00	78.45	48.38	0.24	0.33	0.06
P70	13:00:00	88.36	152.00	72.84	2.69	0.15	0.64	0.09
P71	13:00:00	419.40	254.00	84.73	0.56	0.01	2.17e-03	0.09
P72	13:00:00	247.46	305.00	85.04	4.36	0.06	0.04	0.07
P724	13:00:00	92.72	152.00	96.71	0.50	0.03	0.02	0.07
P725	13:00:00	117.32	152.00	105.29	1.13	0.06	0.06	0.05
P752	13:00:00	70.36	152.00	106.17	0.38	0.02	8.28e-03	0.06
P753	13:00:00	71.91	152.00	89.52	0.26	0.01	5.89e-03	0.08
P754	13:00:00	92.49	51.00	84.83	5.50e-08	2.69e-08	1.95e-11	0.00
P755	13:00:00	47.12	305.00	114.13	0.89	0.01	1.21e-03	0.05
P756	13:00:00	41.66	305.00	107.92	1.00	0.01	1.67e-03	0.05
P757	13:00:00	568.43	305.00	99.83	1.89	0.03	6.22e-03	0.06
P758	13:00:00	102.21	305.00	93.36	2.96	0.04	0.02	0.06
P759	13:00:00	97.19	152.00	104.44	2.60	0.14	0.31	0.04
P760	13:00:00	88.54	152.00	101.85	2.87	0.16	0.39	0.05
P761	13:00:00	171.27	152.00	96.99	3.46	0.19	0.60	0.05
P763	13:00:00	387.59	305.00	112.21	2.05	0.03	5.81e-03	0.04
P766	13:00:00	37.85	152.00	95.04	2.10	0.12	0.25	0.05
P767	13:00:00	227.50	305.00	109.31	4.19	0.06	0.02	0.04
P768	13:00:00	217.03	254.00	116.51	0.98	0.02	3.34e-03	0.04
P769	13:00:00	154.26	305.00	110.62	4.85	0.07	0.03	0.04
P771	13:00:00	69.36	203.00	99.63	0.49	0.02	3.74e-03	0.06
P772	13:00:00	215.02	305.00	85.80	6.20	0.08	0.07	0.06
P775	13:00:00	129.42	203.00	108.38	0.41	0.01	2.25e-03	0.06
P776	13:00:00	421.07	102.00	114.35	0.20	0.02	0.02	0.05
P777	13:00:00	402.31	305.00	111.77	6.62	0.09	0.05	0.04
P779	13:00:00	524.49	203.00	87.91	7.25	0.22	0.69	0.05
P780	13:00:00	153.56	203.00	104.95	5.73e-06	1.77e-07	1.76e-11	0.00
P781	13:00:00	130.18	152.00	90.91	5.65	0.31	1.67	0.05
P783	13:00:00	674.96	203.00	115.08	8.87	0.27	0.61	0.03
P784	13:00:00	88.96	102.00	98.43	0.34	0.04	0.05	0.06
P785	13:00:00	184.71	102.00	89.65	0.79	0.10	0.31	0.07
P786	13:00:00	166.27	203.00	110.00	9.00	0.28	0.68	0.03
P787	13:00:00	127.08	102.00	130.12	17.32	2.12	47.79	0.02
P788	13:00:00	107.85	152.00	113.91	27.36	1.51	20.42	0.03
P789	13:00:00	285.95	203.00	74.97	17.02	0.53	4.49	0.06
P791	13:00:00	82.50	152.00	115.95	28.91	1.59	21.89	0.03
P794	13:00:00	39.04	203.00	123.95	5.43	0.17	0.21	0.03
P795	13:00:00	129.41	203.00	97.78	4.33	0.13	0.22	0.05
P796	13:00:00	22.42	203.00	89.88	34.57	1.07	11.93	0.04
P797	13:00:00	21.64	102.00	117.05	0.94	0.12	0.26	0.04
P798	13:00:00	684.07	203.00	116.09	3.88	0.12	0.13	0.04
P8	13:00:00	11.35	406.00	76.08	55.00	0.42	1.31	0.06
P800	13:00:00	15.93	203.00	109.67	1.43	0.04	0.02	0.05
P801	13:00:00	9.47	203.00	104.47	0.19	5.91e-03	5.96e-04	0.07
P804	13:00:00	68.27	102.00	103.01	2.54	0.31	2.11	0.04
P805	13:00:00	96.57	152.00	114.56	3.09	0.17	0.36	0.04
P806	13:00:00	32.51	152.00	103.90	3.38	0.19	0.50	0.04
P807	13:00:00	162.82	203.00	100.15	0.23	7.25e-03	9.43e-04	0.07
P808	13:00:00	253.47	203.00	92.06	11.67	0.36	1.53	0.05
P809	13:00:00	17.35	102.00	109.35	1.27	0.16	0.52	0.04
P810	13:00:00	64.30	203.00	88.94	1.61e-05	4.98e-07	2.69e-13	0.00
P811	13:00:00	50.17	102.00	89.57	2.09	0.26	1.90	0.06
P813	13:00:00	30.85	152.00	76.04	16.01	0.88	16.00	0.06
P815	13:00:00	50.52	102.00	84.34	17.83	2.18	112.58	0.05
P817	13:00:00	253.30	203.00	72.66	8.91	0.28	1.44	0.08
P819	13:00:00	8.02	203.00	105.07	9.07	0.28	0.75	0.04
P821	13:00:00	64.78	102.00	83.95	0.19	0.02	0.03	0.09
P822	13:00:00	11.71	102.00	99.59	1.31	0.16	0.66	0.05
P823	13:00:00	18.84	76.00	113.36	0.25	0.06	0.10	0.05
P826	13:00:00	335.29	76.00	99.15	0.80	0.18	1.13	0.05
P827	13:00:00	119.07	76.00	103.74	0.31	0.07	0.17	0.06
P83	13:00:00	15.14	610.00	75.66	183.80	0.63	1.70	0.05
P830	13:00:00	89.30	76.00	99.04	0.38	0.08	0.28	0.06
P831	13:00:00	62.20	76.00	86.29	3.10	0.68	17.69	0.06
P84	13:00:00	148.63	203.00	97.41	0.44	0.01	3.24e-03	0.07
P840	13:00:00	235.28	203.00	97.77	13.61	0.42	1.82	0.04
P841	13:00:00	347.83	76.00	93.68	0.83	0.18	1.32	0.06
P842	13:00:00	64.41	52.00	95.52	1.54	0.72	25.36	0.05
P844	13:00:00	12.49	102.00	113.81	3.12	0.38	2.56	0.04
P846	13:00:00	94.84	203.00	103.98	1.98	0.06	0.05	0.05
P847	13:00:00	68.63	152.00	91.07	2.28	0.13	0.31	0.06
P85	13:00:00	36.60	76.00	69.93	0.68	0.15	1.57	0.10
P850	13:00:00	241.13	101.60	112.53	2.56	0.32	1.84	0.04
P851	13:00:00	228.78	76.00	121.93	1.28	0.28	1.80	0.03
P852	13:00:00	40.39	203.00	105.38	3.34	0.10	0.12	0.04
P853	13:00:00	295.68	203.00	118.65	14.08	0.43	1.35	0.03
P855	13:00:00	37.88	102.00	114.85	0.63	0.08	0.13	0.04
P858	13:00:00	195.38	102.00	113.41	1.06	0.13	0.35	0.04
P859	13:00:00	90.81	152.00	95.29	4.48	0.25	1.00	0.05
P86	13:00:00	161.00	305.00	110.50	32.42	0.44	0.99	0.03
P861	13:00:00	110.79	152.00	87.94	0.76	0.04	0.04	0.07
P866	13:00:00	17.37	102.00	92.17	1.25	0.15	0.70	0.06
P87	13:00:00	80.03	203.00	76.40	3.58	0.11	0.24	0.08
P871	13:00:00	48.15	102.00	91.81	0.54	0.07	0.15	0.07
P880	13:00:00	112.84	76.00	86.03	0.39	0.09	0.39	0.08
P889	13:00:00	15.72	203.00	88.74	2.22	0.07	0.08	0.06
P89	13:00:00	104.30	152.00	78.43	1.84	0.10	0.28	0.08
P892	13:00:00	30.39	254.00	69.85	2.37	0.05	0.04	0.10
P9	13:00:00	49.95	254.00	66.75	44.01	0.87	10.86	0.07
P90	13:00:00	98.94	102.00	62.32	1.65	0.20	2.40	0.12
P91	13:00:00	572.34	102.00	94.34	0.40	0.05	0.08	0.07
P914	13:00:00	38.61	203.00	91.18	2.16e-05	6.69e-07	1.23e-10	0.00
P915	13:00:00	10.58	152.00	72.77	18.08	1.00	21.74	0.07
P92	13:00:00	63.12	203.00	83.11	1.23	0.04	0.03	0.08
P924	13:00:00	82.38	254.00	74.46	1.57	0.03	0.02	0.10
P927	13:00:00	348.88	406.00	84.53	0.07	5.21e-04	4.38e-06	0.13
P929	13:00:00	83.31	203.00	90.08	2.76e-05	8.53e-07	6.95e-11	0.00
P930	13:00:00	78.95	203.00	88.20	2.62e-08	8.10e-10	1.95e-11	0.00
P931	13:00:00	248.40	203.00	87.08	2.19e-05	6.78e-07	1.37e-10	0.00
P932	13:00:00	381.56	203.00	84.96	5.86e-06	1.81e-07	7.95e-11	0.00
P933	13:00:00	130.54	305.00	87.95	48.70	0.67	3.23	0.04
P934	13:00:00	18.46	254.00	102.99	48.70	0.96	5.87	0.03
P935	13:00:00	152.13	305.00	100.05	32.98	0.45	1.23	0.04
P937	13:00:00	198.09	254.00	74.28	15.73	0.31	1.32	0.07
P938	13:00:00	168.95	254.00	74.48	13.22	0.26	0.95	0.07
P939	13:00:00	248.76	152.00	95.79	0.36	0.02	9.33e-03	0.07
P94	13:00:00	51.35	305.00	139.08	0.07	9.20e-04	6.97e-06	0.05
P940	13:00:00	187.99	152.00	99.28	0.28	0.02	5.31e-03	0.07
P941	13:00:00	142.58	152.00	79.37	0.04	1.95e-03	1.79e-04	0.14
P942	13:00:00	85.08	152.00	83.59	0.68	0.04	0.04	0.08
P943	13:00:00	84.21	76.00	86.77	0.46	0.10	0.51	0.07
